Date/Time,Unit,Value,
9/6/2022 4:48,C,17,214
9/6/2022 5:48,C,17,26
9/6/2022 6:48,C,16,776
9/6/2022 7:48,C,17,276
9/6/2022 8:48,C,17,84
9/6/2022 9:48,C,18,966
9/6/2022 10:48,C,21,655
9/6/2022 11:48,C,23,281
9/6/2022 12:48,C,24,781
9/6/2022 13:48,C,26,31
9/6/2022 14:48,C,25,906
9/6/2022 15:48,C,26,969
9/6/2022 16:48,C,27,906
9/6/2022 17:48,C,28,343
9/6/2022 18:48,C,26,281
9/6/2022 19:48,C,24,781
9/6/2022 20:48,C,23,594
9/6/2022 21:48,C,21,655
9/6/2022 22:48,C,20,967
9/6/2022 23:48,C,20,154
10/6/2022 0:48,C,20,29
10/6/2022 1:48,C,19,654
10/6/2022 2:48,C,18,966
10/6/2022 3:48,C,18,465
10/6/2022 4:48,C,18,528
10/6/2022 5:48,C,18,34
10/6/2022 6:48,C,18,403
10/6/2022 7:48,C,19,404
10/6/2022 8:48,C,21,3
10/6/2022 9:48,C,23,969
10/6/2022 10:48,C,32,277
10/6/2022 11:48,C,29,342
10/6/2022 12:48,C,30,217
10/6/2022 13:48,C,30,342
10/6/2022 14:48,C,30,404
10/6/2022 15:48,C,30,966
10/6/2022 16:48,C,31,84
10/6/2022 17:48,C,31,902
10/6/2022 18:48,C,29,78
10/6/2022 19:48,C,28,343
10/6/2022 20:48,C,25,781
10/6/2022 21:48,C,23,594
10/6/2022 22:48,C,21,906
10/6/2022 23:48,C,22,406
11/6/2022 0:48,C,20,905
11/6/2022 1:48,C,20,905
11/6/2022 2:48,C,19,904
11/6/2022 3:48,C,19,404
11/6/2022 4:48,C,19,153
11/6/2022 5:48,C,18,528
11/6/2022 6:48,C,18,403
11/6/2022 7:48,C,18,528
11/6/2022 8:48,C,19,967
11/6/2022 9:48,C,22,468
11/6/2022 10:48,C,28,593
11/6/2022 11:48,C,28,31
11/6/2022 12:48,C,29,28
11/6/2022 13:48,C,29,967
11/6/2022 14:48,C,30,466
11/6/2022 15:48,C,31,528
11/6/2022 16:48,C,32,714
11/6/2022 17:48,C,33,26
11/6/2022 18:48,C,31,278
11/6/2022 19:48,C,29,28
11/6/2022 20:48,C,27,281
11/6/2022 21:48,C,25,594
11/6/2022 22:48,C,24,469
11/6/2022 23:48,C,23,94
12/6/2022 0:48,C,22,93
12/6/2022 1:48,C,21,343
12/6/2022 2:48,C,20,655
12/6/2022 3:48,C,19,717
12/6/2022 4:48,C,19,279
12/6/2022 5:48,C,19,28
12/6/2022 6:48,C,18,966
12/6/2022 7:48,C,19,404
12/6/2022 8:48,C,20,467
12/6/2022 9:48,C,23,31
12/6/2022 10:48,C,29,53
12/6/2022 11:48,C,28,593
12/6/2022 12:48,C,29,592
12/6/2022 13:48,C,28,968
12/6/2022 14:48,C,29,217
12/6/2022 15:48,C,30,404
12/6/2022 16:48,C,30,904
12/6/2022 17:48,C,31,902
12/6/2022 18:48,C,30,654
12/6/2022 19:48,C,28,843
12/6/2022 20:48,C,26,281
12/6/2022 21:48,C,24,719
12/6/2022 22:48,C,23,469
12/6/2022 23:48,C,22,343
13/06/22 0:48:01,C,22,156
13/06/22 1:48:01,C,22,218
13/06/22 2:48:01,C,21,843
13/06/22 3:48:01,C,21,405
13/06/22 4:48:01,C,21,218
13/06/22 5:48:01,C,19,779
13/06/22 6:48:01,C,19,717
13/06/22 7:48:01,C,20,92
13/06/22 8:48:01,C,21,53
13/06/22 9:48:01,C,25,31
13/06/22 10:48:01,C,32,776
13/06/22 11:48:01,C,31,965
13/06/22 12:48:01,C,31,715
13/06/22 13:48:01,C,31,965
13/06/22 14:48:01,C,30,904
13/06/22 15:48:01,C,30,654
13/06/22 16:48:01,C,29,78
13/06/22 17:48:01,C,28,968
13/06/22 18:48:01,C,27,968
13/06/22 19:48:01,C,26,969
13/06/22 20:48:01,C,25,719
13/06/22 21:48:01,C,24,469
13/06/22 22:48:01,C,23,344
13/06/22 23:48:01,C,22,781
14/06/22 0:48:01,C,22,93
14/06/22 1:48:01,C,21,468
14/06/22 2:48:01,C,20,967
14/06/22 3:48:01,C,20,405
14/06/22 4:48:01,C,19,717
